424,788,950
522,893,538
155,746,852
106,232,946
45,757,767
162,459,2
35,678,296
63,866,958
957,24,247
32,471,802
79,606,524
676,699,574
100,26,662
920,788,477
686,185,302
221,730,259
138,515,832
953,420,977
24,404,579
923,310,181
37,631,229
298,701,382
336,579,654
78,434,74
944,822,101
604,307,75
201,150,133
776,789,870
351,197,721
143,178,596
127,601,953
230,706,919
449,401,875
75,137,1
166,941,140
785,593,837
628,777,284
904,786,741
499,670,867
233,75,986
379,634,972
82,725,406
456,940,150
736,187,112
968,388,676
840,60,895
928,735,290
602,866,126
997,614,409
405,831,473
735,133,302
446,559,904
415,98,690
789,255,263
677,779,486
59,211,619
588,116,951
939,716,603
551,436,641
126,526,374
776,604,639
61,348,927
471,954,145
333,121,190
828,908,770
214,797,906
749,992,421
25,963,211
697,836,891
193,377,833
368,587,741
265,148,793
486,227,532
555,256,180
884,138,3
537,426,952
806,155,669
772,832,198
769,58,126
63,417,244
23,795,316
223,937,616
879,970,814
406,843,929
744,954,717
832,311,468
49,659,25
823,15,114
137,163,937
601,574,150
32,705,784
320,782,469
804,819,87
274,8,888
170,557,319
796,985,107
636,399,216
506,716,417
16,689,889
233,431,741
947,450,845
550,464,753
108,685,205
222,902,512
727,873,963
477,687,29
454,95,338
109,805,980
561,712,234
788,913,146
842,192,333
517,932,137
887,854,366
280,755,953
436,627,960
709,871,505
632,832,583
472,559,843
141,973,624
307,41,274
711,17,967
217,240,690
80,885,207
406,682,748
669,541,490
620,484,107
77,942,458
664,936,942
350,89,263
519,657,964
403,237,281
730,613,707
751,700,434
136,243,212
951,842,871
230,832,759
966,344,46
37,302,416
266,178,835
11,550,887
117,81,12
787,817,993
17,202,562
396,908,852
72,489,726
813,560,243
782,103,869
194,183,914
735,336,598
32,408,335
389,910,201
489,545,309
980,844,769
881,108,789
783,430,586
423,350,823
148,977,310
427,614,740
260,631,108
373,846,287
499,3,755
218,511,644
260,946,690
9,89,40
797,917,205
838,493,688
534,619,366
439,248,778
541,167,937
445,286,79
535,595,741
647,895,70
459,460,266
595,581,400
310,942,979
389,981,358
46,784,23
242,570,164
449,141,482
825,127,452
341,574,781
834,437,186
464,990,870
530,526,467
512,551,231
75,385,476
873,990,659
897,765,873
57,847,198
414,33,48
39,885,513
150,239,944
578,915,549
355,905,163
372,115,789
786,333,951
742,437,778
840,398,232
988,101,782
660,968,486
321,757,362
851,545,404
927,323,874
295,826,670
399,940,399
738,367,949
641,778,306
860,851,90
289,68,331
639,972,71
303,888,351
630,13,704
722,972,2
644,889,769
241,171,640
194,854,784
841,32,0
611,847,259
34,322,218
37,262,702
683,786,436
207,620,129
72,372,488
1,196,872
798,794,553
260,803,83
117,839,616
691,530,950
164,69,710
17,821,287
822,170,876
591,905,781
894,523,788
614,547,581
445,916,526
350,508,931
413,631,461
353,803,307
269,266,846
626,324,742
432,58,819
262,608,775
928,926,406
584,548,2
321,841,948
717,326,433
801,674,536
732,51,440
991,467,308
85,566,555
395,406,266
739,344,420
337,63,474
125,394,806
75,171,605
950,188,693
538,513,416
233,289,844
434,515,693
460,181,605
774,125,527
430,967,886
806,609,785
652,509,783
873,738,780
689,320,0
906,986,867
244,213,410
466,639,68
791,819,180
792,806,882
968,79,51
985,901,971
78,891,144
71,150,127
778,74,821
10,0,51
512,265,973
427,970,479
730,185,888
383,986,375
574,963,910
625,882,899
230,528,831
966,595,917
363,753,209
854,5,591
846,867,436
122,10,30
528,324,931
853,405,574
732,23,376
973,706,956
157,907,915
837,536,120
708,62,768
884,201,223
764,271,554
127,893,626
245,254,682
347,419,884
611,215,11
624,756,28
220,956,860
732,976,200
292,409,362
267,938,981
251,440,489
596,61,247
140,929,214
911,713,749
998,270,747
429,833,449
51,343,596
717,805,467
21,105,447
227,285,529
631,942,176
241,693,969
911,963,684
11,402,730
451,696,185
189,278,405
579,680,679
878,575,704
281,373,413
123,467,543
696,198,94
982,901,271
188,779,758
406,389,389
216,86,544
701,755,416
423,519,713
374,668,709
964,548,198
706,644,311
385,366,91
303,557,864
169,900,255
137,992,862
930,659,315
588,111,515
417,467,250
949,537,99
875,460,104
303,477,275
272,695,334
170,988,950
904,735,511
449,540,106
899,876,160
0,628,559
492,154,402
33,8,42
725,797,981
348,253,332
388,535,131
953,288,217
973,484,76
40,631,479
267,560,5
13,209,720
115,614,288
706,138,423
923,787,951
359,888,287
372,447,24
423,311,813
763,220,988
328,98,337
605,828,544
818,583,333
184,501,868
201,440,947
726,188,136
976,113,43
97,733,29
413,89,96
972,904,194
996,544,519
417,972,545
272,318,985
414,916,43
146,566,187
668,822,264
323,959,905
690,535,939
276,857,542
103,917,411
959,789,702
967,172,102
977,211,581
415,188,188
503,825,333
192,413,344
830,614,466
350,219,200
310,916,668
895,364,427
645,687,633
186,854,759
294,812,315
329,494,417
55,31,555
377,560,885
291,173,121
300,695,521
175,845,503
130,759,92
533,116,93
551,907,698
167,671,959
438,956,166
633,863,633
851,208,768
373,995,712
998,354,948
657,389,648
330,506,13
473,25,19
785,287,531
653,624,503
98,799,789
396,798,177
398,64,193
513,4,124
909,731,167
790,363,386
471,501,247
174,705,308
958,133,212
979,427,359
992,229,191
547,462,84
305,843,547
844,498,978
145,598,853
720,20,466
448,925,700
508,148,569
743,997,334
725,213,937
234,797,510
852,393,293
424,830,912
750,524,326
273,883,397
704,633,690
24,546,131
712,543,257
999,124,3
519,406,735
395,975,654
337,9,66
967,714,153
63,102,340
263,758,424
456,685,55
797,973,694
253,650,371
343,138,170
310,936,427
475,194,37
304,398,303
126,881,187
222,633,377
471,972,438
106,107,492
658,206,628
917,647,814
475,257,781
926,859,710
416,875,930
656,44,740
615,443,723
268,263,600
156,365,871
921,633,753
954,420,799
69,337,388
872,183,248
