729,88,946
600,585,861
293,308,725
5,493,616
863,54,646
958,753,11
862,662,387
365,706,924
133,639,776
217,333,519
59,126,903
749,597,453
151,105,359
387,579,483
112,897,852
446,602,772
228,303,278
804,997,245
871,480,570
250,483,886
625,880,887
997,895,778
969,228,961
444,275,535
814,428,248
668,387,949
921,545,823
311,928,448
287,212,908
276,496,591
722,14,382
78,472,940
720,889,55
541,50,983
838,201,614
700,849,650
95,542,468
537,320,859
699,261,225
587,945,710
106,812,411
474,418,408
67,157,428
426,454,826
21,391,529
860,451,790
412,35,407
996,808,213
4,570,310
762,199,699
84,557,867
289,0,540
788,980,300
783,747,720
942,581,353
56,699,923
654,546,949
640,844,243
248,398,366
496,840,480
22,725,588
180,753,731
333,692,757
389,196,869
464,939,487
221,25,699
119,650,847
721,586,721
878,130,310
394,28,864
438,684,803
930,268,554
78,549,323
619,682,431
930,618,153
954,152,127
886,576,518
408,471,970
946,265,895
84,191,322
123,756,950
201,581,420
148,464,400
496,816,67
367,929,192
765,122,166
854,375,314
838,673,603
830,463,198
204,919,335
147,853,546
882,803,409
400,651,863
757,826,538
920,81,711
957,566,370
666,885,387
239,270,548
344,183,335
621,167,471
577,678,108
989,987,496
211,102,28
153,278,127
830,474,94
638,491,104
20,970,167
841,626,255
714,454,753
365,549,167
18,657,561
301,323,158
940,165,147
64,338,192
328,346,276
162,724,526
284,527,785
406,661,515
463,414,575
72,760,289
78,633,555
999,462,795
14,890,587
506,251,582
848,940,144
870,446,21
266,143,521
909,387,379
228,512,167
703,600,169
991,271,954
464,939,747
178,524,0
110,654,980
918,625,280
819,695,337
510,687,967
817,645,662
363,322,292
719,880,441
901,121,603
930,750,245
965,260,262
630,974,136
768,416,420
782,535,541
441,894,385
17,381,991
782,239,634
22,481,42
574,484,758
37,31,32
33,676,564
999,541,715
74,820,455
470,672,506
126,279,646
291,893,864
81,320,331
709,455,667
967,914,819
562,138,702
924,875,533
107,964,105
604,671,725
749,256,426
506,656,627
774,832,871
926,923,155
98,131,528
55,584,116
228,472,596
535,631,528
286,23,703
683,48,388
0,131,355
483,948,430
916,623,45
640,594,620
856,823,695
667,267,983
77,262,106
856,846,960
291,573,353
585,556,425
477,64,226
239,484,514
638,758,504
173,190,769
412,20,476
234,456,838
676,521,784
217,96,674
156,596,136
826,624,144
983,507,520
907,742,877
511,496,795
505,375,711
563,859,157
862,627,884
677,983,322
384,449,127
681,629,415
511,285,867
688,968,288
459,647,707
411,844,318
800,365,45
46,914,622
585,864,701
375,280,577
788,499,586
164,161,165
202,743,543
502,515,16
651,735,457
888,58,673
609,974,169
159,358,733
811,928,980
894,146,716
982,101,496
101,142,731
780,802,538
144,126,252
166,71,313
282,547,723
511,403,707
553,273,911
490,20,883
576,466,660
453,540,296
192,874,585
507,601,537
999,757,46
477,202,548
631,183,682
996,276,539
473,147,540
525,487,190
972,509,164
474,101,450
878,896,720
910,434,198
809,949,493
230,498,428
45,776,236
843,276,460
292,828,612
899,670,19
163,280,163
200,743,235
323,725,333
656,681,689
472,694,630
215,627,401
300,378,422
909,488,555
537,332,976
272,155,201
8,690,283
188,93,320
120,120,716
817,534,842
207,725,417
807,803,935
350,896,955
105,444,464
220,172,440
992,570,251
900,996,28
596,506,906
496,724,679
681,993,250
736,616,119
333,711,734
307,754,940
308,942,395
192,470,136
446,561,0
44,154,494
694,974,153
369,859,445
875,35,79
137,948,968
446,319,111
514,411,555
617,895,890
831,829,518
856,289,398
142,576,26
27,317,391
930,593,845
751,479,571
863,28,442
978,941,179
614,519,508
563,919,47
159,392,823
741,462,581
858,378,593
452,178,465
140,884,101
324,832,311
654,320,808
585,472,45
764,301,107
745,109,915
827,693,757
929,951,215
664,564,899
324,468,486
189,388,536
418,281,613
122,930,262
175,196,685
139,389,979
224,959,956
574,953,302
530,254,679
343,172,187
190,938,402
722,136,643
337,478,917
4,161,374
185,534,803
722,82,297
259,195,866
757,963,875
637,648,878
447,355,583
857,822,805
617,537,923
674,927,241
331,411,263
731,540,144
768,14,182
972,631,282
911,615,982
597,241,468
206,287,363
316,700,588
551,602,714
88,176,814
329,859,593
899,593,432
847,433,585
227,817,786
959,60,214
993,96,58
43,479,205
334,295,931
347,927,299
695,580,545
187,648,610
705,451,235
435,48,727
840,544,798
548,30,423
597,436,906
761,722,639
247,986,301
211,857,510
553,434,408
869,134,693
872,336,626
90,853,204
234,104,751
296,248,85
378,772,920
177,699,457
345,235,509
406,151,367
219,186,12
745,799,134
40,561,697
691,408,990
52,786,315
592,430,60
810,459,747
86,853,698
734,624,423
564,345,663
427,777,459
68,86,451
254,739,19
794,819,698
721,846,490
611,354,825
726,542,118
625,31,72
121,804,262
184,273,525
530,368,148
918,842,984
716,375,187
59,618,381
770,153,595
630,711,567
253,652,355
908,337,507
729,474,982
423,344,348
862,965,52
885,658,198
58,436,267
46,670,391
342,894,255
301,63,917
788,439,79
409,627,44
420,654,918
71,572,424
344,16,835
873,319,384
914,845,926
425,328,619
277,419,586
542,284,548
595,339,161
613,813,274
255,251,19
93,535,949
658,712,859
601,390,775
420,541,616
713,727,3
620,399,33
733,428,930
129,25,965
111,914,79
25,952,450
408,876,600
244,391,412
206,163,289
269,792,930
730,609,362
394,914,978
679,555,177
129,320,6
639,437,171
754,786,472
467,780,861
167,833,871
853,474,253
711,818,609
722,284,280
283,366,47
173,31,368
615,131,108
820,261,353
905,383,69
255,125,619
105,656,366
6,582,364
328,400,430
116,97,720
957,502,220
286,598,165
883,389,926
60,268,637
199,861,346
156,120,507
411,811,121
675,531,28
480,697,751
633,75,257
973,802,162
268,453,425
995,926,862
602,196,583
480,368,576
522,473,775
996,403,592
148,226,227
980,71,294
54,378,502
289,320,907
562,499,524
305,974,103
859,965,116
161,728,845
850,315,492
405,761,842
767,28,474
946,65,30
257,1,605
63,836,852
81,777,22
523,769,768
16,736,338
194,442,186
693,946,642
30,504,153
126,941,214
337,547,355
99,785,536
836,958,853
528,728,300
250,467,865
564,73,663
472,205,34
424,152,667
250,566,47
657,435,753
321,929,230
303,114,874
582,86,488
806,600,84
912,336,65
921,191,307
767,174,583
895,926,782
104,919,287
840,305,306
215,566,184
335,412,97
671,687,755
446,739,391
822,955,348
676,844,21
870,380,53
496,155,518
529,854,761
697,664,951
972,530,28
948,624,122
921,889,523
553,790,868
513,864,575
673,631,593
714,131,262
345,784,118
293,783,290
209,235,736
49,489,55
183,185,563
509,216,418
58,322,996
720,843,142
499,810,672
796,575,628
801,103,139
717,764,982
572,295,795
497,81,197
479,522,677
440,508,663
348,831,552
683,15,477
4,682,90
245,7,244
527,430,36
229,850,67
636,811,384
593,5,998
612,329,496
853,410,57
293,277,897
428,212,906
226,349,680
366,721,196
66,174,460
422,537,367
339,577,463
83,47,320
285,299,259
833,343,599
306,125,911
719,424,743
512,901,903
193,173,269
588,84,53
540,815,699
667,605,874
22,412,565
984,616,456
717,32,252
401,430,809
333,940,27
740,398,637
408,880,426
500,723,247
916,284,697
572,556,892
328,445,547
514,844,904
517,128,211
321,515,652
363,546,817
284,776,180
219,776,867
971,69,328
614,266,100
257,137,690
314,176,418
31,956,893
204,198,413
337,401,239
623,755,227
578,802,232
34,791,12
151,629,303
926,447,412
390,806,864
738,110,919
205,490,428
198,272,747
93,962,236
725,900,522
251,649,294
473,563,721
562,306,719
137,406,35
753,868,317
81,745,87
983,750,310
982,896,164
592,468,357
20,328,985
762,815,436
245,302,629
456,389,197
892,956,904
286,670,443
783,298,732
766,988,776
57,269,612
671,916,944
779,111,275
896,838,583
154,239,613
661,221,124
325,760,976
771,697,499
403,897,544
91,943,871
349,55,466
751,88,707
182,309,380
566,116,704
369,643,546
123,866,60
741,925,557
535,500,590
604,956,969
543,432,729
931,649,6
976,508,312
68,223,327
438,394,903
850,650,557
179,112,941
70,74,331
897,567,815
852,852,165
691,288,525
404,318,493
929,797,44
667,937,879
