101,900,101,900,900
898,101,101,898,898
103,103,103,898,898
896,896,896,103,896
105,896,896,105,896
894,105,894,105,894
107,107,894,107,894
892,892,107,107,892
109,892,109,109,892
890,109,109,109,890
111,111,111,111,890
888,888,888,888,111
113,888,888,888,113
886,113,886,886,113
115,115,886,886,115
884,884,115,884,115
117,884,117,884,117
882,117,117,882,117
119,119,119,882,119
880,880,880,119,119
121,880,880,121,121
878,121,878,121,121
123,123,878,123,123
876,876,123,123,123
125,876,125,125,125
874,125,125,125,125
127,127,127,127,127
872,872,872,872,872
129,872,872,872,872
870,129,870,870,870
131,131,870,870,870
868,868,131,868,868
133,868,133,868,868
866,133,133,866,866
135,135,135,866,866
864,864,864,135,864
137,864,864,137,864
862,137,862,137,862
139,139,862,139,862
860,860,139,139,860
141,860,141,141,860
858,141,141,141,858
143,143,143,143,858
856,856,856,856,143
145,856,856,856,145
854,145,854,854,145
147,147,854,854,147
852,852,147,852,147
149,852,149,852,149
850,149,149,850,149
151,151,151,850,151
848,848,848,151,151
153,848,848,153,153
846,153,846,153,153
155,155,846,155,155
844,844,155,155,155
157,844,157,157,157
842,157,157,157,157
159,159,159,159,159
840,840,840,840,840
161,840,840,840,840
838,161,838,838,838
163,163,838,838,838
836,836,163,836,836
165,836,165,836,836
834,165,165,834,834
167,167,167,834,834
832,832,832,167,832
169,832,832,169,832
830,169,830,169,830
171,171,830,171,830
828,828,171,171,828
173,828,173,173,828
826,173,173,173,826
175,175,175,175,826
824,824,824,824,175
177,824,824,824,177
822,177,822,822,177
179,179,822,822,179
820,820,179,820,179
181,820,181,820,181
818,181,181,818,181
183,183,183,818,183
816,816,816,183,183
185,816,816,185,185
814,185,814,185,185
187,187,814,187,187
812,812,187,187,187
189,812,189,189,189
810,189,189,189,189
191,191,191,191,191
808,808,808,808,808
193,808,808,808,808
806,193,806,806,806
195,195,806,806,806
804,804,195,804,804
197,804,197,804,804
802,197,197,802,802
199,199,199,802,802
800,800,800,199,800
201,800,800,201,800
798,201,798,201,798
203,203,798,203,798
796,796,203,203,796
205,796,205,205,796
794,205,205,205,794
207,207,207,207,794
792,792,792,792,207
209,792,792,792,209
790,209,790,790,209
211,211,790,790,211
788,788,211,788,211
213,788,213,788,213
786,213,213,786,213
215,215,215,786,215
784,784,784,215,215
217,784,784,217,217
782,217,782,217,217
219,219,782,219,219
780,780,219,219,219
221,780,221,221,221
778,221,221,221,221
223,223,223,223,223
776,776,776,776,776
225,776,776,776,776
774,225,774,774,774
227,227,774,774,774
772,772,227,772,772
229,772,229,772,772
770,229,229,770,770
231,231,231,770,770
768,768,768,231,768
233,768,768,233,768
766,233,766,233,766
235,235,766,235,766
764,764,235,235,764
237,764,237,237,764
762,237,237,237,762
239,239,239,239,762
760,760,760,760,239
241,760,760,760,241
758,241,758,758,241
243,243,758,758,243
756,756,243,756,243
245,756,245,756,245
754,245,245,754,245
247,247,247,754,247
752,752,752,247,247
249,752,752,249,249
750,249,750,249,249
251,251,750,251,251
748,748,251,251,251
253,748,253,253,253
746,253,253,253,253
255,255,255,255,255
744,744,744,744,744
257,744,744,744,744
742,257,742,742,742
259,259,742,742,742
740,740,259,740,740
261,740,261,740,740
738,261,261,738,738
263,263,263,738,738
736,736,736,263,736
265,736,736,265,736
734,265,734,265,734
267,267,734,267,734
732,732,267,267,732
269,732,269,269,732
730,269,269,269,730
271,271,271,271,730
728,728,728,728,271
273,728,728,728,273
726,273,726,726,273
275,275,726,726,275
724,724,275,724,275
277,724,277,724,277
722,277,277,722,277
279,279,279,722,279
720,720,720,279,279
281,720,720,281,281
718,281,718,281,281
283,283,718,283,283
716,716,283,283,283
285,716,285,285,285
714,285,285,285,285
287,287,287,287,287
712,712,712,712,712
289,712,712,712,712
710,289,710,710,710
291,291,710,710,710
708,708,291,708,708
293,708,293,708,708
706,293,293,706,706
295,295,295,706,706
704,704,704,295,704
297,704,704,297,704
702,297,702,297,702
299,299,702,299,702
700,700,299,299,700
301,700,301,301,700
698,301,301,301,698
303,303,303,303,698
696,696,696,696,303
305,696,696,696,305
694,305,694,694,305
307,307,694,694,307
692,692,307,692,307
309,692,309,692,309
690,309,309,690,309
311,311,311,690,311
688,688,688,311,311
313,688,688,313,313
686,313,686,313,313
315,315,686,315,315
684,684,315,315,315
317,684,317,317,317
682,317,317,317,317
319,319,319,319,319
680,680,680,680,680
321,680,680,680,680
678,321,678,678,678
323,323,678,678,678
676,676,323,676,676
325,676,325,676,676
674,325,325,674,674
327,327,327,674,674
672,672,672,327,672
329,672,672,329,672
670,329,670,329,670
331,331,670,331,670
668,668,331,331,668
333,668,333,333,668
666,333,333,333,666
335,335,335,335,666
664,664,664,664,335
337,664,664,664,337
662,337,662,662,337
339,339,662,662,339
660,660,339,660,339
341,660,341,660,341
658,341,341,658,341
343,343,343,658,343
656,656,656,343,343
345,656,656,345,345
654,345,654,345,345
347,347,654,347,347
652,652,347,347,347
349,652,349,349,349
650,349,349,349,349
351,351,351,351,351
648,648,648,648,648
353,648,648,648,648
646,353,646,646,646
355,355,646,646,646
644,644,355,644,644
357,644,357,644,644
642,357,357,642,642
359,359,359,642,642
640,640,640,359,640
361,640,640,361,640
638,361,638,361,638
363,363,638,363,638
636,636,363,363,636
365,636,365,365,636
634,365,365,365,634
367,367,367,367,634
632,632,632,632,367
369,632,632,632,369
630,369,630,630,369
371,371,630,630,371
628,628,371,628,371
373,628,373,628,373
626,373,373,626,373
375,375,375,626,375
624,624,624,375,375
377,624,624,377,377
622,377,622,377,377
379,379,622,379,379
620,620,379,379,379
381,620,381,381,381
618,381,381,381,381
383,383,383,383,383
616,616,616,616,616
385,616,616,616,616
614,385,614,614,614
387,387,614,614,614
612,612,387,612,612
389,612,389,612,612
610,389,389,610,610
391,391,391,610,610
608,608,608,391,608
393,608,608,393,608
606,393,606,393,606
395,395,606,395,606
604,604,395,395,604
397,604,397,397,604
602,397,397,397,602
399,399,399,399,602
600,600,600,600,399
401,600,600,600,401
598,401,598,598,401
403,403,598,598,403
596,596,403,596,403
405,596,405,596,405
594,405,405,594,405
407,407,407,594,407
592,592,592,407,407
409,592,592,409,409
590,409,590,409,409
411,411,590,411,411
588,588,411,411,411
413,588,413,413,413
586,413,413,413,413
415,415,415,415,415
584,584,584,584,584
417,584,584,584,584
582,417,582,582,582
419,419,582,582,582
580,580,419,580,580
421,580,421,580,580
578,421,421,578,578
423,423,423,578,578
576,576,576,423,576
425,576,576,425,576
574,425,574,425,574
427,427,574,427,574
572,572,427,427,572
429,572,429,429,572
570,429,429,429,570
431,431,431,431,570
568,568,568,568,431
433,568,568,568,433
566,433,566,566,433
435,435,566,566,435
564,564,435,564,435
437,564,437,564,437
562,437,437,562,437
439,439,439,562,439
560,560,560,439,439
441,560,560,441,441
558,441,558,441,441
443,443,558,443,443
556,556,443,443,443
445,556,445,445,445
554,445,445,445,445
447,447,447,447,447
552,552,552,552,552
449,552,552,552,552
550,449,550,550,550
451,451,550,550,550
548,548,451,548,548
453,548,453,548,548
546,453,453,546,546
455,455,455,546,546
544,544,544,455,544
457,544,544,457,544
542,457,542,457,542
459,459,542,459,542
540,540,459,459,540
461,540,461,461,540
538,461,461,461,538
463,463,463,463,538
536,536,536,536,463
465,536,536,536,465
534,465,534,534,465
467,467,534,534,467
532,532,467,532,467
469,532,469,532,469
530,469,469,530,469
471,471,471,530,471
528,528,528,471,471
473,528,528,473,473
526,473,526,473,473
475,475,526,475,475
524,524,475,475,475
477,524,477,477,477
522,477,477,477,477
479,479,479,479,479
520,520,520,520,520
481,520,520,520,520
518,481,518,518,518
483,483,518,518,518
516,516,483,516,516
485,516,485,516,516
514,485,485,514,514
487,487,487,514,514
512,512,512,487,512
489,512,512,489,512
510,489,510,489,510
491,491,510,491,510
508,508,491,491,508
493,508,493,493,508
506,493,493,493,506
495,495,495,495,506
504,504,504,504,495
497,504,504,504,497
502,497,502,502,497
499,499,502,502,499
500,500,499,500,499
501,500,501,500,501
498,501,501,498,501
503,503,503,498,503
496,496,496,503,503
505,496,496,505,505
494,505,494,505,505
507,507,494,507,507
492,492,507,507,507
509,492,509,509,509
490,509,509,509,509
511,511,511,511,511
488,488,488,488,488
513,488,488,488,488
486,513,486,486,486
515,515,486,486,486
484,484,515,484,484
517,484,517,484,484
482,517,517,482,482
519,519,519,482,482
480,480,480,519,480
521,480,480,521,480
478,521,478,521,478
523,523,478,523,478
476,476,523,523,476
525,476,525,525,476
474,525,525,525,474
527,527,527,527,474
472,472,472,472,527
529,472,472,472,529
470,529,470,470,529
531,531,470,470,531
468,468,531,468,531
533,468,533,468,533
466,533,533,466,533
535,535,535,466,535
464,464,464,535,535
537,464,464,537,537
462,537,462,537,537
539,539,462,539,539
460,460,539,539,539
541,460,541,541,541
458,541,541,541,541
543,543,543,543,543
456,456,456,456,456
545,456,456,456,456
454,545,454,454,454
547,547,454,454,454
452,452,547,452,452
549,452,549,452,452
450,549,549,450,450
551,551,551,450,450
448,448,448,551,448
553,448,448,553,448
446,553,446,553,446
555,555,446,555,446
444,444,555,555,444
557,444,557,557,444
442,557,557,557,442
559,559,559,559,442
440,440,440,440,559
561,440,440,440,561
438,561,438,438,561
563,563,438,438,563
436,436,563,436,563
565,436,565,436,565
434,565,565,434,565
567,567,567,434,567
432,432,432,567,567
569,432,432,569,569
430,569,430,569,569
571,571,430,571,571
428,428,571,571,571
573,428,573,573,573
426,573,573,573,573
575,575,575,575,575
424,424,424,424,424
577,424,424,424,424
422,577,422,422,422
579,579,422,422,422
420,420,579,420,420
581,420,581,420,420
418,581,581,418,418
583,583,583,418,418
416,416,416,583,416
585,416,416,585,416
414,585,414,585,414
587,587,414,587,414
412,412,587,587,412
589,412,589,589,412
410,589,589,589,410
591,591,591,591,410
408,408,408,408,591
593,408,408,408,593
406,593,406,406,593
595,595,406,406,595
404,404,595,404,595
597,404,597,404,597
402,597,597,402,597
599,599,599,402,599
400,400,400,599,599
601,400,400,601,601
398,601,398,601,601
603,603,398,603,603
396,396,603,603,603
605,396,605,605,605
394,605,605,605,605
607,607,607,607,607
392,392,392,392,392
609,392,392,392,392
390,609,390,390,390
611,611,390,390,390
388,388,611,388,388
613,388,613,388,388
386,613,613,386,386
615,615,615,386,386
384,384,384,615,384
617,384,384,617,384
382,617,382,617,382
619,619,382,619,382
380,380,619,619,380
621,380,621,621,380
378,621,621,621,378
623,623,623,623,378
376,376,376,376,623
625,376,376,376,625
374,625,374,374,625
627,627,374,374,627
372,372,627,372,627
629,372,629,372,629
370,629,629,370,629
631,631,631,370,631
368,368,368,631,631
633,368,368,633,633
366,633,366,633,633
635,635,366,635,635
364,364,635,635,635
637,364,637,637,637
362,637,637,637,637
639,639,639,639,639
360,360,360,360,360
641,360,360,360,360
358,641,358,358,358
643,643,358,358,358
356,356,643,356,356
645,356,645,356,356
354,645,645,354,354
647,647,647,354,354
352,352,352,647,352
649,352,352,649,352
350,649,350,649,350
651,651,350,651,350
348,348,651,651,348
653,348,653,653,348
346,653,653,653,346
655,655,655,655,346
344,344,344,344,655
657,344,344,344,657
342,657,342,342,657
659,659,342,342,659
340,340,659,340,659
661,340,661,340,661
338,661,661,338,661
663,663,663,338,663
336,336,336,663,663
665,336,336,665,665
334,665,334,665,665
667,667,334,667,667
332,332,667,667,667
669,332,669,669,669
330,669,669,669,669
671,671,671,671,671
328,328,328,328,328
673,328,328,328,328
326,673,326,326,326
675,675,326,326,326
324,324,675,324,324
677,324,677,324,324
322,677,677,322,322
679,679,679,322,322
320,320,320,679,320
681,320,320,681,320
318,681,318,681,318
683,683,318,683,318
316,316,683,683,316
685,316,685,685,316
314,685,685,685,314
687,687,687,687,314
312,312,312,312,687
689,312,312,312,689
310,689,310,310,689
691,691,310,310,691
308,308,691,308,691
693,308,693,308,693
306,693,693,306,693
695,695,695,306,695
304,304,304,695,695
697,304,304,697,697
302,697,302,697,697
699,699,302,699,699
300,300,699,699,699
701,300,701,701,701
298,701,701,701,701
703,703,703,703,703
296,296,296,296,296
705,296,296,296,296
294,705,294,294,294
707,707,294,294,294
292,292,707,292,292
709,292,709,292,292
290,709,709,290,290
711,711,711,290,290
288,288,288,711,288
713,288,288,713,288
286,713,286,713,286
715,715,286,715,286
284,284,715,715,284
717,284,717,717,284
282,717,717,717,282
719,719,719,719,282
280,280,280,280,719
721,280,280,280,721
278,721,278,278,721
723,723,278,278,723
276,276,723,276,723
725,276,725,276,725
274,725,725,274,725
727,727,727,274,727
272,272,272,727,727
729,272,272,729,729
270,729,270,729,729
731,731,270,731,731
268,268,731,731,731
733,268,733,733,733
266,733,733,733,733
735,735,735,735,735
264,264,264,264,264
737,264,264,264,264
262,737,262,262,262
739,739,262,262,262
260,260,739,260,260
741,260,741,260,260
258,741,741,258,258
743,743,743,258,258
256,256,256,743,256
745,256,256,745,256
254,745,254,745,254
747,747,254,747,254
252,252,747,747,252
749,252,749,749,252
250,749,749,749,250
751,751,751,751,250
248,248,248,248,751
753,248,248,248,753
246,753,246,246,753
755,755,246,246,755
244,244,755,244,755
757,244,757,244,757
242,757,757,242,757
759,759,759,242,759
240,240,240,759,759
761,240,240,761,761
238,761,238,761,761
763,763,238,763,763
236,236,763,763,763
765,236,765,765,765
234,765,765,765,765
767,767,767,767,767
232,232,232,232,232
769,232,232,232,232
230,769,230,230,230
771,771,230,230,230
228,228,771,228,228
773,228,773,228,228
226,773,773,226,226
775,775,775,226,226
224,224,224,775,224
777,224,224,777,224
222,777,222,777,222
779,779,222,779,222
220,220,779,779,220
781,220,781,781,220
218,781,781,781,218
783,783,783,783,218
216,216,216,216,783
785,216,216,216,785
214,785,214,214,785
787,787,214,214,787
212,212,787,212,787
789,212,789,212,789
210,789,789,210,789
791,791,791,210,791
208,208,208,791,791
793,208,208,793,793
206,793,206,793,793
795,795,206,795,795
204,204,795,795,795
797,204,797,797,797
202,797,797,797,797
799,799,799,799,799
200,200,200,200,200
801,200,200,200,200
198,801,198,198,198
803,803,198,198,198
196,196,803,196,196
805,196,805,196,196
194,805,805,194,194
807,807,807,194,194
192,192,192,807,192
809,192,192,809,192
190,809,190,809,190
811,811,190,811,190
188,188,811,811,188
813,188,813,813,188
186,813,813,813,186
815,815,815,815,186
184,184,184,184,815
817,184,184,184,817
182,817,182,182,817
819,819,182,182,819
180,180,819,180,819
821,180,821,180,821
178,821,821,178,821
823,823,823,178,823
176,176,176,823,823
825,176,176,825,825
174,825,174,825,825
827,827,174,827,827
172,172,827,827,827
829,172,829,829,829
170,829,829,829,829
831,831,831,831,831
168,168,168,168,168
833,168,168,168,168
166,833,166,166,166
835,835,166,166,166
164,164,835,164,164
837,164,837,164,164
162,837,837,162,162
839,839,839,162,162
160,160,160,839,160
841,160,160,841,160
158,841,158,841,158
843,843,158,843,158
156,156,843,843,156
845,156,845,845,156
154,845,845,845,154
847,847,847,847,154
152,152,152,152,847
849,152,152,152,849
150,849,150,150,849
851,851,150,150,851
148,148,851,148,851
853,148,853,148,853
146,853,853,146,853
855,855,855,146,855
144,144,144,855,855
857,144,144,857,857
142,857,142,857,857
859,859,142,859,859
140,140,859,859,859
861,140,861,861,861
138,861,861,861,861
863,863,863,863,863
136,136,136,136,136
865,136,136,136,136
134,865,134,134,134
867,867,134,134,134
132,132,867,132,132
869,132,869,132,132
130,869,869,130,130
871,871,871,130,130
128,128,128,871,128
873,128,128,873,128
126,873,126,873,126
875,875,126,875,126
124,124,875,875,124
877,124,877,877,124
122,877,877,877,122
879,879,879,879,122
120,120,120,120,879
881,120,120,120,881
118,881,118,118,881
883,883,118,118,883
116,116,883,116,883
885,116,885,116,885
114,885,885,114,885
887,887,887,114,887
112,112,112,887,887
889,112,112,889,889
110,889,110,889,889
891,891,110,891,891
108,108,891,891,891
893,108,893,893,893
106,893,893,893,893
895,895,895,895,895
104,104,104,104,104
897,104,104,104,104
102,897,102,102,102
899,899,102,102,102
100,100,899,100,100
901,100,901,100,100
98,901,901,98,98
903,903,903,98,98
96,96,96,903,96
905,96,96,905,96
94,905,94,905,94
907,907,94,907,94
92,92,907,907,92
909,92,909,909,92
90,909,909,909,90
911,911,911,911,90
88,88,88,88,911
913,88,88,88,913
86,913,86,86,913
915,915,86,86,915
84,84,915,84,915
917,84,917,84,917
82,917,917,82,917
919,919,919,82,919
80,80,80,919,919
921,80,80,921,921
78,921,78,921,921
923,923,78,923,923
76,76,923,923,923
925,76,925,925,925
74,925,925,925,925
927,927,927,927,927
72,72,72,72,72
929,72,72,72,72
70,929,70,70,70
931,931,70,70,70
68,68,931,68,68
933,68,933,68,68
66,933,933,66,66
935,935,935,66,66
64,64,64,935,64
937,64,64,937,64
62,937,62,937,62
939,939,62,939,62
60,60,939,939,60
941,60,941,941,60
58,941,941,941,58
943,943,943,943,58
56,56,56,56,943
945,56,56,56,945
54,945,54,54,945
947,947,54,54,947
52,52,947,52,947
949,52,949,52,949
50,949,949,50,949
951,951,951,50,951
48,48,48,951,951
953,48,48,953,953
46,953,46,953,953
955,955,46,955,955
44,44,955,955,955
957,44,957,957,957
42,957,957,957,957
959,959,959,959,959
40,40,40,40,40
961,40,40,40,40
38,961,38,38,38
963,963,38,38,38
36,36,963,36,36
965,36,965,36,36
34,965,965,34,34
967,967,967,34,34
32,32,32,967,32
969,32,32,969,32
30,969,30,969,30
971,971,30,971,30
28,28,971,971,28
973,28,973,973,28
26,973,973,973,26
975,975,975,975,26
24,24,24,24,975
977,24,24,24,977
22,977,22,22,977
979,979,22,22,979
20,20,979,20,979
981,20,981,20,981
18,981,981,18,981
983,983,983,18,983
16,16,16,983,983
985,16,16,985,985
14,985,14,985,985
987,987,14,987,987
12,12,987,987,987
989,12,989,989,989
10,989,989,989,989
991,991,991,991,991
8,8,8,8,8
993,8,8,8,8
6,993,6,6,6
995,995,6,6,6
4,4,995,4,4
997,4,997,4,4
2,997,997,2,2
999,999,999,2,2
